18,1,3,
23,23,1,
5,14,2,
5,23,4,
18,1,3,
23,23,1,
5,15,2,
5,23,4,
18,1,3,
23,23,1,
5,15,2,
5,23,4,
18,1,3,
23,23,1,
5,15,2,
5,23,4,
18,1,3,
23,23,1,
5,15,2,
5,23,4,
18,1,3,
23,23,1,
5,15,2,
5,23,4,
17,1,3,
23,23,1,
5,15,2,
6,23,4,
1,15,2,
22,1,3,
14,3,4,
23,10,1,
1,15,2,
22,1,3,
14,3,4,
23,10,1,
1,16,2,
22,1,3,
14,3,4,
23,10,1,
1,16,2,
22,1,3,
14,3,4,
23,10,1,
1,16,2,
22,1,3,
14,3,4,
23,9,1,
1,16,2,
22,1,3,
14,3,4,
23,9,1,
1,16,2,
22,1,3,
14,3,4,
23,9,1,
